,title,link,description,published,city,state_name,county_name,lat,lng
1075,Cheaper fuels,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12922196,The plans to extract shale gas in the north-west of England,"Fri, 01 Apr 2011 02:17:58 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1076,In pictures: Industrial heritage 'at risk',http://www.bbc.co.uk/go/rss/int/news/-/news/in-pictures-15351162,England's industrial heritage sites at risk of decay or demolition,"Wed, 19 Oct 2011 07:52:17 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1077,Badger cull plans to be reviewed,http://www.bbc.co.uk/news/science-environment-17793751#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Government plans to cull badgers in England are to to be reviewed in the High Court following a legal challenge by the Badger Trust.,"Fri, 20 Apr 2012 20:11:16 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1078,Booming bitterns show big bird boost,http://www.bbc.co.uk/news/uk-england-somerset-30475562#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Somerset is home to England's largest bittern population, the Royal Society for the Protection of Birds says.","Mon, 15 Dec 2014 10:20:53 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1079,Water firms enact hosepipe bans,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17615364,Hosepipe bans affecting about 20 million customers have been introduced by seven water authorities in parts of southern and eastern England.,"Thu, 05 Apr 2012 16:33:35 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1080,VIDEO: A solution to the south's water woes?,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17622512,Hosepipe bans affecting about 20 million customers have been introduced by seven water authorities in parts of southern and eastern England.,"Thu, 05 Apr 2012 12:15:52 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1081,VIDEO: Why do we have a hosepipe ban?,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17633193,A hosepipe ban has been introduced across parts of southern and eastern England after two of the driest winters on record.,"Thu, 05 Apr 2012 17:52:10 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1082,Study shows 'neglected' orchards,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13289383,"Nearly half of England's traditional orchards are in a neglected condition, a study of aerial photographs suggests.","Thu, 05 May 2011 03:24:21 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1083,Livestock virus prompts UK fears,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17169452,"A disease which causes birth defects and miscarriages in livestock is found on 74 farms in England, but the National Farmers' Union warns cases are being ""under-reported"".","Sun, 26 Feb 2012 19:58:46 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1084,Bird of prey poisoner sentenced,http://www.bbc.co.uk/news/uk-england-29931463#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A gamekeeper convicted of ""the worst case of bird of prey poisoning"" recorded in England, according to the RSPB, is given a suspended sentence.","Thu, 06 Nov 2014 13:31:30 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1085,VIDEO: Bird poisoning 'a shocking case',http://www.bbc.co.uk/news/science-environment-29929353#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Norfolk gamekeeper Allen Lambert has been sentenced for what wildlife groups are calling the worst case of bird of prey poisoning recorded in England.,"Thu, 06 Nov 2014 19:06:52 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1086,Waste plan floats bottle deposit scheme,https://www.bbc.co.uk/news/science-environment-46594380,"More people will also get food waste caddies, as part of plans for England to make recycling less confusing.","Tue, 18 Dec 2018 09:53:51 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1087,'Tree of the Year' shortlist issued,http://www.bbc.co.uk/news/uk-england-29739284#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The 10 trees to make the final of England's ""Tree of the Year"" competition are announced.","Mon, 27 Oct 2014 11:29:51 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1088,Scientists hungry to deliver food system paradigm shift,http://www.bbc.co.uk/news/science-environment-36606520,"Eight universities across northern England join forces to form a scientific powerhouse at the launch of a five-year, £16m global food research programme.","Thu, 23 Jun 2016 14:02:48 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1089,Rare moth established in the UK,http://www.bbc.co.uk/nature/15200608,"The rare flame brocade moth has established a colony on the south coast of England, according to the charity Butterfly Conservation.","Fri, 07 Oct 2011 00:02:05 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1090,Most adults 'don't exercise enough',http://www.bbc.co.uk/news/health-23518037#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Most adults in England are risking their health by failing to exercise enough, with the poorest and least educated most likely to be inactive, research shows.","Thu, 01 Aug 2013 00:09:59 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1091,Grants to boost women engineers,http://www.bbc.co.uk/news/science-environment-25300669#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Would-be women engineers will get extra financial support next year under a new government scheme in England.,"Mon, 09 Dec 2013 14:11:01 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1092,Crops will count for wildlife grants,http://www.bbc.co.uk/news/science-environment-27764658#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Grants designed to protect the countryside may be controversially switched to pay England's farmers to grow beans and peas.,"Tue, 10 Jun 2014 14:45:04 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1093,England's flood funding cut by 8%,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-politics-12402284,"The government will spend £540m on flooding defences in England over the next four years - a cut of 8% from previous periods, the environment department has confirmed.","Wed, 09 Feb 2011 17:45:33 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1094,VIDEO: New funding to clean up waterways,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13059545,Voluntary groups are being invited to bid for funding to clean up England's waterways and create better habitats for wildlife,"Wed, 13 Apr 2011 08:37:14 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1095,How science GCSEs in England are changing,http://www.bbc.co.uk/news/education-43509503,Students will be graded numerically on a scale from 9 to 1.,"Fri, 23 Mar 2018 00:37:53 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1096,Dolphin pod living year-round off coast of England,http://www.bbc.co.uk/news/uk-england-42423617,A pod of 28 bottlenose dolphins is found to be permanently living off the south-west coast of England.,"Wed, 20 Dec 2017 09:50:44 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1097,Otters come back from the brink of extinction,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-11562679,"The otter has made a remarkable comeback from the brink of extinction in England, the Environment Agency says.","Mon, 18 Oct 2010 00:57:09 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1098,Nature boost for 12 English sites,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17175683,The government announces 12 sites in England selected for funding as Nature Improvement Areas.,"Mon, 27 Feb 2012 12:21:15 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1099,Eurasian Beaver now legally protected in England,https://www.bbc.co.uk/news/science-environment-63077068?at_medium=RSSat_campaign=KARANGA,"Wildlife groups praised the move making it illegal to capture, kill, injure or disturb them.","Fri, 30 Sep 2022 23:14:07 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1100,Scots water plan for dry England,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-17314545,The Scottish government offers to send water to drought-hit counties in south-east England - but acknowledges the technical problems.,"Fri, 09 Mar 2012 16:48:31 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1101,More very early babies surviving,http://www.bbc.co.uk/news/health-20583678#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"More babies who are born prematurely - before 26 weeks gestation - are surviving than ever before, according to a detailed study of births in England.","Wed, 05 Dec 2012 00:36:32 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1102,VIDEO: England's dry spring 'exceptional',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-13600252,"Rainfall figures for May are expected to show a divide between the north-west of England and Scotland, which received higher than average rainfall, and the south and east of England, which is experiencing one of the hottest and driest springs on record.","Tue, 31 May 2011 18:01:49 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1103,Fracking halted after government pulls support,https://www.bbc.co.uk/news/business-50267454,Drilling for shale gas will cease in England - but the government stops short of an outright ban.,"Sat, 02 Nov 2019 15:47:12 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1104,England faces science teacher gap,http://www.bbc.co.uk/news/education-23588850#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The government's new teacher training programme is failing to recruit enough science and maths specialists, warns a leading teacher recruitment expert.","Wed, 07 Aug 2013 01:28:28 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1105,Pupils 'need more science trips',http://www.bbc.co.uk/go/rss/int/news/-/news/education-14899913,"Teachers in England may be using health and safety concerns as an excuse for not organising practical experiments and trips, a committee of MPs warns.","Tue, 13 Sep 2011 23:29:33 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1106,Green light for badger cull trial,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-16183926,"A badger cull will be tried out in England next year to try and combat the spread of bovine TB, MPs have been told.","Wed, 14 Dec 2011 17:53:37 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1107,River health revealed in 'shocking' figures,http://www.bbc.co.uk/news/uk-32074953#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Just 17% of England's rivers are judged to be in good health, according to ""shocking"" Environment Agency figures.","Thu, 26 Mar 2015 19:47:24 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1108,Protected areas 'failing species',http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11406930,"England's protected wild areas are too fragmented and fail to offer species long-term security, a report concludes.","Fri, 24 Sep 2010 14:04:40 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1109,Pet cats infect two people with TB,http://www.bbc.co.uk/news/health-26766006#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Two people in England develop tuberculosis after contact with a domestic cat, Public Health England has announced.","Thu, 27 Mar 2014 11:02:27 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1110,Lonely golden eagle seeks partner,http://www.bbc.co.uk/news/uk-england-cumbria-26856814#sa-ns_mchannel=rssns_source=PublicRSS20-sa,England's only resident golden eagle is looking for a new mate - 10 years after his last one disappeared.,"Wed, 02 Apr 2014 19:03:02 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1111,El Nino to undo England's World Cup?,http://www.bbc.co.uk/news/science-environment-27343057#sa-ns_mchannel=rssns_source=PublicRSS20-sa,England's bid for World Cup glory in Brazil this summer could be undone by a much-feared weather phenomenon.,"Fri, 09 May 2014 23:55:35 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1112,VIDEO: Grey squirrels 'should be culled',http://www.bbc.co.uk/news/uk-30241900#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The government is reviewing the way grey squirrels numbers are managed in England, and is assessing whether more needs to be done to control numbers.","Fri, 28 Nov 2014 08:15:29 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1113,Teacher trainees 'poor at maths',http://www.bbc.co.uk/go/rss/int/news/-/news/education-12806182,An international comparison of trainee teachers suggests England's trainees have less mathematical knowledge than their peers in some chief economic competitors.,"Tue, 22 Mar 2011 02:48:04 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1114,DIY waste recycling fees could be scrapped,https://www.bbc.co.uk/news/uk-61061736?at_medium=RSSat_campaign=KARANGA,Ministers want to stop some councils in England charging for the disposal of materials.,"Mon, 11 Apr 2022 00:59:53 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1115,Climate change: Heatwave temperature threshold raised in England by Met Office,https://www.bbc.co.uk/news/uk-60908169?at_medium=RSSat_campaign=KARANGA,"As the UK's climate warms, the temperature threshold in eight counties is raised by the Met Office.","Tue, 29 Mar 2022 14:13:04 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1116,"Horse is actually a dog, says vet",http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-oxfordshire-11531634,"One of England's most famous landmarks, the Uffington White Horse, is caught up in an identity battle after it was suggested it could be a dog.","Wed, 13 Oct 2010 13:17:20 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1117,Bid to block badger cull denied,http://www.bbc.co.uk/news/science-environment-18811447#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A legal bid to block badger culling in England, which the government sees as a way of tackling cattle TB, fails in the High Court.","Thu, 12 Jul 2012 12:16:47 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1118,Green food report favours curry,http://www.bbc.co.uk/news/science-environment-18771853#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"England could spice up its food production by growing more herbs and spices, says a report looking at the nation's future food security.","Tue, 10 Jul 2012 07:39:45 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1119,Planning overhaul 'damage' feared,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-14287773,"Proposed planning reforms in England could lead to ""unchecked and damaging development"", conservationists warn.","Tue, 26 Jul 2011 12:46:04 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1120,Goose/swan 'error' leads to fine,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-york-north-yorkshire-13408867,A man who shot a swan thinking it was a goose is believed to be the first person in England prosecuted for using illegal lead shot on wildfowl.,"Mon, 16 May 2011 16:32:03 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1121,QA: England drought,http://www.bbc.co.uk/news/uk-17726989#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Why are parts of the country facing a water shortage?,"Mon, 16 Apr 2012 15:04:53 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1122,Parts of England hit by drought,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-13722013,"Parts of the east of England are now in a state of drought, with areas elsewhere also at imminent risk, the government says.","Fri, 10 Jun 2011 10:26:50 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1123,Parts of UK to have hosepipe ban,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17340844,"Water companies across southern and eastern England are to impose hosepipe bans amid drought conditions, it is announced.","Mon, 12 Mar 2012 15:11:24 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1124,Wood burners: Sale of coal and wet wood restricted in England,https://www.bbc.co.uk/news/science-environment-56949426,Owners of wood burners and open fires will need to burn cleaner alternatives as new rules come into force.,"Fri, 30 Apr 2021 23:18:56 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1125,Areas in drought 'set to widen',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17151399,"Ongoing dry weather over the spring and summer threatens to place more areas of England in a state of drought, the Environment Agency warns.","Fri, 24 Feb 2012 12:45:59 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1126,Plans for license to cull badgers,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11314871,"The government has set out plans to license farmers in England to shoot badgers on their land, with tens of thousands of animals potentially targeted.","Wed, 15 Sep 2010 13:12:54 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1127,Badger culling gets go ahead in 11 new areas of England,http://www.bbc.co.uk/news/uk-england-41228693,A vaccination programme to stop the spread of bovine tuberculosis is also restarting.,"Mon, 11 Sep 2017 12:35:09 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1128,Anger over plans to sell forests,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12287175,"Government plans to sell off publicly owned forests in England are to go out for consultation, but campaigners label them misjudged.","Thu, 27 Jan 2011 01:18:18 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1129,Hen harriers 'being wiped out',http://www.bbc.co.uk/news/uk-england-lancashire-18064096#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Hen harriers are ""perilously close"" to being wiped out as a breeding bird in England, with just one pair nesting this year, a wildlife charity says.","Tue, 15 May 2012 07:16:14 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1130,VIDEO: Drought warning for England,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-15995363,The Environment Agency is warning that some parts of England face a prolonged drought lasting well into next summer,"Thu, 01 Dec 2011 20:53:39 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1131,Conservation groups' cuts warning,http://www.bbc.co.uk/news/10625102,A coalition of conservation organisations in England warns of the dangers of cutting public funding in the countryside.,"Wed, 14 Jul 2010 02:14:06 +0000",England,Arkansas,Lonoke,34.5454,-91.9675
1132,Can't see the woods?,http://news.bbc.co.uk/go/rss/int/news/-/earth/hi/earth_news/newsid_9474000/9474777.stm,Aerial photos from a big survey of England’s orchards,"Thu, 05 May 2011 02:35:50 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1133,Government urged to act over computer science GCSEs,http://www.bbc.co.uk/news/technology-41928847,"More than half of England's secondary schools did not offer the subject in 2015-16, a report has found.","Fri, 10 Nov 2017 01:13:42 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1134,Neonic pesticide link to long-term wild bee decline,http://www.bbc.co.uk/news/science-environment-37089385,"The large-scale, long-term decline in wild bees across England has been linked to the use of neonicotinoid insecticides by a new study.","Tue, 16 Aug 2016 15:01:17 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1135,DNA shows that horse's 'funny walk originated in York',http://www.bbc.co.uk/news/science-environment-37009300,"The speedy, almost comical horse step known as an ambling gait originated in England in the middle of the Ninth Century, scientists say.","Mon, 08 Aug 2016 15:17:27 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1136,Scientists claim pesticides are linked to bee decline,http://www.bbc.co.uk/news/science-environment-37099809,"The large-scale, long-term decline in wild bees across England has been linked to the use of neonicotinoid insecticides by a new study.","Tue, 16 Aug 2016 23:20:37 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1137,Trust enters forest sell-off row,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12314781,"The National Trust promises to ""play its part"" in protecting England's ancient woodlands if a planned sell-off of publicly-owned forests goes ahead.","Sat, 29 Jan 2011 09:17:00 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1138,Nuclear fusion reactor experiment to produce clean energy,https://www.bbc.co.uk/news/science-environment-59601560?at_medium=RSSat_campaign=KARANGA,An experiment is taking place on an industrial estate just outside Didcot in the south of England.,"Mon, 13 Dec 2021 06:15:41 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1139,MPs urge UK ban on chlorinated chicken and hormone-fed beef,https://www.bbc.co.uk/news/science-environment-52638628,Hormone-fed beef and chlorine-washed chicken should remain banned in England. the government is warned.,"Tue, 12 May 2020 23:01:08 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1140,England bad at penalties? Think again - say the Germans,https://www.bbc.co.uk/sport/football/52553088,"New scientific research, from Germany of all places, suggests English footballers are actually good at spot-kicks.","Wed, 06 May 2020 13:02:19 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1141,Science practical lessons 'too few',http://www.bbc.co.uk/news/education-25015393#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A lack of practical lessons in schools in England means many teenagers are struggling with science, inspectors from the watchdog Ofsted warn.","Thu, 21 Nov 2013 02:34:48 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1142,Warning of 'insufficient' flood cash,http://www.bbc.co.uk/news/uk-politics-29902472#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Spending on flood protection in England is ""insufficient"" to maintain defences, the National Audit Office warns.","Wed, 05 Nov 2014 02:44:59 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1143,Plan for bee-friendly roads and rail,http://www.bbc.co.uk/news/29847474#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The government has made an agreement with landowners including Network Rail and the Highways Agency to restore bee-friendly habitat throughout England.,"Tue, 04 Nov 2014 01:30:20 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1144,Ministers bid to stem nature loss,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13672600,The government publishes proposals aimed at curbing loss of nature across England and strengthening links between people and the wild.,"Tue, 07 Jun 2011 11:06:28 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1145,Air views 'show orchards neglect',http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13289383,"Nearly half of England's traditional orchards are in a neglected condition, a study of aerial photographs suggests.","Thu, 05 May 2011 03:24:21 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1146,Nature report should be released now - MPs,http://www.bbc.co.uk/news/science-environment-39129601,"The government's long-delayed 25-year plan for improving nature in England should be published immediately, MPs say.","Thu, 02 Mar 2017 00:44:49 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1147,Cannibals engraved bones of the dead,http://www.bbc.co.uk/news/science-environment-40886748,The prehistoric cannibals of southern England marked up the bones of the people they ate.,"Thu, 10 Aug 2017 09:25:00 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1148,Quarter of England's rivers at risk,http://news.bbc.co.uk/go/rss/int/news/-/panorama/hi/front_page/newsid_9560000/9560159.stm,Rivers feel the strain of Britain's thirst,"Sun, 18 Sep 2011 23:55:23 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1149,Plastic straw and cotton bud ban proposed,http://www.bbc.co.uk/news/uk-politics-43817287,Plan for a ban in England is announced as Commonwealth leaders are urged to tackle plastic waste.,"Thu, 19 Apr 2018 13:51:11 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1150,All the plastic you can and cannot recycle,https://www.bbc.co.uk/news/science-environment-45496884,"England is recycling more plastic than ever - but for this trend to continue, the system needs to change","Fri, 21 Sep 2018 06:04:55 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1151,'Extinction threat' to hen harriers,http://www.bbc.co.uk/news/uk-23627737#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Hen harriers are close to extinction in England after the country's only two nesting pairs failed to produce chicks this year, conservationists say.","Fri, 09 Aug 2013 16:14:53 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1152,Drought still in parts of England,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-14958556,"Parts of England are still officially considered to be experiencing a drought, despite the wet summer, the Environment Agency says.","Sat, 17 Sep 2011 11:08:50 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1153,Plastic bag fee 'to double to 10p' and include every shop,https://www.bbc.co.uk/news/uk-46689684,"The government wants to double the charge and extend it to all shops in England, to cut plastic use.","Thu, 27 Dec 2018 08:42:10 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1154,Potholes: Why do we have so many of them?,https://www.bbc.co.uk/news/uk-46012348,The chancellor says councils in England will get an extra £420m in his Budget to fix potholes.,"Mon, 29 Oct 2018 02:09:01 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1155,Legal challenge on badger culling,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17183020,"The Badger Trust launches a new legal challenge to the government's plans to cull badgers in England, as debate rages about any cull's effects on TB.","Mon, 27 Feb 2012 16:13:48 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1156,Work to start on 93 flood defences,http://www.bbc.co.uk/news/uk-21364056#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The construction of 93 new flood defences in England this year is approved by the government, which says they will help protect more than 64,000 homes.","Thu, 07 Feb 2013 16:55:12 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1157,Water 'could warm a million homes',http://www.bbc.co.uk/news/uk-32054802#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A million properties across England could in future be heated by water from rivers, canals and the sea, the government says.","Wed, 25 Mar 2015 16:35:17 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1158,Climate change: Future floods will delay emergency response,https://www.bbc.co.uk/news/science-environment-52710224,Increases in rainfall in England could impact ambulance and fire crew response times.,"Mon, 18 May 2020 15:00:31 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1159,"'Every day it doesn't rain, the pressure mounts'",https://www.bbc.co.uk/news/science-environment-62495034?at_medium=RSSat_campaign=KARANGA,The heatwave will make conditions on England's farms worse as experts warn of smaller harvests.,"Thu, 11 Aug 2022 01:42:20 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1160,Wildlife under stress as dry spell shrinks rivers,https://www.bbc.co.uk/news/science-environment-62465805?at_medium=RSSat_campaign=KARANGA,Most of the world's chalk streams are in southern and eastern England and are under particular strain.,"Wed, 10 Aug 2022 02:19:53 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1161,Driest July in England since 1935 - Met Office,https://www.bbc.co.uk/news/science-environment-62382703?at_medium=RSSat_campaign=KARANGA,Parts of England saw the driest July on record with serious impacts on farmland and wildfire.,"Mon, 01 Aug 2022 15:39:18 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1162,Why are large parts of England now in drought?,https://www.bbc.co.uk/news/science-environment-62298430?at_medium=RSSat_campaign=KARANGA,"An official drought has been declared in parts of southern, central and eastern England, what happens now?","Fri, 12 Aug 2022 15:47:21 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1163,New map of ancient trees an opportunity for conservation,https://www.bbc.co.uk/news/science-environment-61980467?at_medium=RSSat_campaign=KARANGA,A new tree-map suggests there could be around two million unrecorded ancient trees in England.,"Thu, 30 Jun 2022 00:45:41 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1164,Raptor plunging to extinction in England,http://www.bbc.co.uk/news/science-environment-40422732,There are just four breeding pairs of the iconic bird of prey left in England.,"Wed, 28 Jun 2017 00:26:43 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1165,Beaver return 'benefits environment',http://www.bbc.co.uk/news/science-environment-40048762,A researcher says re-introducing beavers in England would help water supplies and prevent floods.,"Fri, 02 Jun 2017 23:33:27 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1166,Coronavirus: Is R number balanced on knife edge?,https://www.bbc.co.uk/news/health-52944037,There are concerns coronavirus might be starting to spread in parts of England again.,"Sat, 06 Jun 2020 08:16:23 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1167,Small waters 'can help address biodiversity crisis',https://www.bbc.co.uk/news/science-environment-55150482,"Experts call for urgent action to protect England's smallest freshwater sites, from ponds to streams.","Wed, 02 Dec 2020 00:44:42 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1168,Why 2020 has been good for England's beavers,https://www.bbc.co.uk/news/uk-england-cumbria-54972840,"Homes for these ""ultimate environmental engineers"" have been set up in enclosures across England.","Mon, 30 Nov 2020 00:34:38 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1169,Oxford-Cambridge Arc: Row over central England mega-plan,https://www.bbc.co.uk/news/science-environment-45991203,The transport secretary says the government will back major development on the Oxford-Cambridge arc.,"Sat, 27 Oct 2018 10:28:22 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1170,Environment Agency warns of serious water deficits for England,http://www.bbc.co.uk/news/science-environment-44215418,"Enough water to meet the needs of 20 million people is lost through leakage every day, the report says.","Wed, 23 May 2018 06:32:11 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1171,Hedgehogs: Thousands sign petition over rat trap threat,http://www.bbc.co.uk/news/uk-politics-44172783,"Hedgehog lovers are worried that a rat trap, licensed by the government in England, could harm their spiky friends.","Fri, 18 May 2018 13:00:49 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1172,Meat-eating plants making a comeback in England,https://www.bbc.co.uk/news/science-environment-49552803,Endangered carnivorous plants are being reintroduced in an attempt to reverse their decline.,"Wed, 04 Sep 2019 01:21:26 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1173,Plastic bags: Charge could rise to 10p and be extended to smaller shops,https://www.bbc.co.uk/news/uk-45353073,All shops in England would have to implement the charge under proposals announced by the PM.,"Thu, 30 Aug 2018 16:39:10 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
